query_id,correlation_type,heuristic_correlation,tanh_correlation,pgap_correlation,js_divergence,lift,p_c,p_g,true_correlation,expected_random_gk,admissible_gk,subset_size,k_used
5,Random,-0.12207997685033287,-0.00016918297513549422,-1.8575553191292864e-05,0.12207997685033287,-0.0013858381022701241,0.10971950778139698,0.10987166666666665,0.001342711091396351,266.95157834095374,266.5931394958496,104937,100
6,Positive,0.574766581593281,0.5309201852715643,0.25171523709311644,0.574766581593281,1.6137646979371185,0.5468390264004224,0.10889561571125261,0.18416123976888304,203.07736173161032,165.67838302612304,107796,100
6,Negative,-0.574766581593281,-0.5074873684962254,-0.05511053573176921,0.574766581593281,-1.3889749082734966,0.03184713375796189,0.12773046709129543,-1.0146070167542438,203.16731040824365,409.30228912353516,107385,100
6,Random,0.1162755872270658,0.010591027221666575,0.0012139159041148677,0.1162755872270658,0.09133872306659327,0.11959915611814365,0.10915916666666658,-0.005835908662931887,203.9189559298518,205.10900833129884,104024,100
7,Positive,0.5172982747766619,0.3648078690828076,0.07027824019229427,0.5172982747766619,0.8776053563462171,0.23254203171426024,0.0966857112526539,0.06414006169727102,291.8773365250987,273.15630615234375,103284,100
7,Negative,-0.5172982747766619,-0.4035463352574927,-0.043571602602542565,0.5172982747766619,-1.0456355974350915,0.04564755838641187,0.1298767250530785,-0.8611113206369543,292.1727335845571,543.765982055664,101075,100
7,Random,-0.12279213076015852,-0.016074665858636143,-0.0016590184269301646,0.12279213076015852,-0.1316651743745499,0.09600754549489576,0.10951833333333316,-0.01003519170536788,291.7233608967578,294.650860748291,104459,100
8,Positive,0.5309343118966731,0.4754699151836006,0.18513408911440346,0.5309343118966731,1.44919888594946,0.45566635341617046,0.10697144904458589,0.05393016398982796,260.032482032999,246.00888763427736,114353,100
8,Negative,-0.5309343118966731,-0.41418385924612655,-0.04472015464579684,0.5309343118966731,-1.0456355974350915,0.04564755838641188,0.1298767250530785,-1.2072735760683757,261.23962384068494,576.627318725586,101075,100
8,Random,0.09629356376462027,0.009781731327463183,0.001134303393854935,0.09629356376462027,0.10193398861998988,0.12155130540376458,0.1097716666666666,-0.0006021767087089874,260.890631350341,261.04773361206054,104722,100
9,Positive,0.6319423002982213,0.5846722349312281,0.27641204332478236,0.6319423002982213,1.6239750407932672,0.5447853686400035,0.10738460721868365,0.16198684733505608,219.59305968911679,184.02187225341797,79180,100
9,Negative,-0.6319423002982213,-0.5579703923126367,-0.060592734226927986,0.6319423002982213,-1.3889749082735001,0.031847133757961776,0.12773046709129543,-1.5750815739790291,214.4390371495707,552.1980133056641,107385,100
9,Random,-0.08608243821800682,-0.003148349933232599,-0.00033798151118243536,0.08608243821800682,-0.03658998170544613,0.10535291273869957,0.10927916666666668,0.0023527209481673185,214.92757745561556,214.42191284179688,104273,100
